1995m9	.037036747	.018064192
1995m10	.037475485	.018165717
1995m11	.036667105	.017850224
1995m12	.036462385	.017805621
1996m1	.036182031	.017840331
1996m2	.036136448	.017860072
1996m3	.035819229	.017682657
1996m4	.035653923	.017655155
1996m5	.035886724	.017595686
1996m6	.036106244	.017716641
1996m7	.036469191	.017906217
1996m8	.03692073	.018080641
1996m9	.037284561	.018165423
1996m10	.036952998	.018243941
1996m11	.036417153	.017962446
1996m12	.036760561	.018099211
1997m1	.036613226	.018044762
1997m2	.036545545	.017875366
1997m3	.036670897	.017909585
1997m4	.036833469	.018199742
1997m5	.036991801	.018124519
1997m6	.037280522	.018295668
1997m7	.037004989	.018229593
1997m8	.036826793	.018195452
1997m9	.036787067	.018227216
1997m10	.036547065	.018171819
1997m11	.035914473	.017984349
1997m12	.036263075	.018068811
1998m1	.036088843	.018145425
1998m2	.036124904	.018074533
1998m3	.036091965	.018146766
1998m4	.036154408	.01830351
1998m5	.03625115	.018330757
1998m6	.036458943	.018530736
1998m7	.036221273	.018559707
1998m8	.036550481	.018613385
1998m9	.036043502	.018461447
1998m10	.035546195	.018472057
1998m11	.035566408	.018409912
1998m12	.035509482	.018618513
1999m1	.035435587	.018699108
1999m2	.035572492	.018780107
1999m3	.03566109	.018786144
1999m4	.035654232	.018574977
1999m5	.03606014	.018743409
1999m6	.036008339	.018728916
1999m7	.035597235	.01878719
1999m8	.03608508	.018993104
1999m9	.035798639	.019121721
1999m10	.035520822	.019195095
1999m11	.035400957	.019202754
1999m12	.035649143	.019468203
2000m1	.035862107	.019862697
2000m2	.03608948	.019821156
2000m3	.035932768	.019876247
2000m4	.035723813	.019717975
2000m5	.035880268	.01967798
2000m6	.035904426	.019875707
2000m7	.035902109	.020156804
2000m8	.036161859	.020175418
2000m9	.035533614	.019943088
2000m10	.035460293	.019883387
2000m11	.035020255	.019643936
2000m12	.03477639	.019609382
2001m1	.034758307	.019703534
2001m2	.034619149	.019666472
2001m3	.034121811	.01936825
2001m4	.034004275	.019429855
2001m5	.034030966	.01947437
